226:8,6,6,6,3,4,2,7,2,8,1,7,1,3,4,2,8,6,5,4,7,4,9,6,4,5,1,1,4,1
227:9,6,6,2,7,2,9,8,6,7,5,4,9,9,2,5,8,3,4,3,3,6,4,6,6,3,7,3,2,6
228:6,9,1,8,6,7,1,4,6,7,4,2,2,4,4,6,5,8,4,4,3,9,6,7,4,4,5,6,9,1
229:3,7,6,7,6,2,7,2,3,3,9,6,6,7,8,3,8,9,6,3,9,9,9,3,1,6,1,4,9,3
230:7,8,8,8,1,1,1,5,6,4,6,3,2,6,4,9,4,6,6,8,7,8,2,5,2,6,3,5,9,2
231:8,9,9,5,7,4,6,3,1,4,3,3,6,5,1,9,8,1,7,6,2,6,9,9,5,8,9,5,7,6
232:6,4,7,9,8,7,8,2,4,9,2,3,1,8,7,1,3,7,7,8,3,9,3,9,9,5,1,5,3,6
233:6,4,4,2,2,4,7,4,5,5,5,6,9,3,2,5,2,8,9,7,3,5,1,2,4,3,7,3,3,5
234:4,6,5,8,1,2,3,9,9,5,8,4,2,6,7,9,4,2,4,4,1,7,3,4,8,5,6,9,2,7
235:4,4,1,1,4,3,3,6,4,4,3,6,4,8,9,2,7,3,1,9,3,2,2,7,2,3,2,6,2,2
236:2,5,3,1,1,2,3,4,8,1,5,5,4,7,2,5,1,5,7,9,1,2,8,4,2,1,4,1,9,8
237:4,8,2,7,9,1,5,2,6,8,2,2,1,5,3,5,1,8,9,6,4,3,8,3,3,8,6,1,6,4
238:1,4,7,1,7,6,7,5,7,9,6,6,2,2,9,4,7,5,7,2,7,4,3,4,2,9,5,9,7,3
239:9,7,4,7,2,7,6,4,3,2,4,3,5,9,2,5,3,1,6,2,4,1,1,9,5,1,2,7,8,2
240:6,2,5,7,4,7,5,3,3,4,5,8,7,5,7,3,2,7,4,7,8,7,8,1,3,7,2,7,9,4
241:6,5,8,8,2,7,4,6,6,8,6,6,1,1,6,5,2,9,1,7,5,7,6,7,3,8,2,4,4,4
242:2,4,9,9,4,2,7,5,6,4,1,5,6,5,8,8,2,6,1,9,4,2,3,9,9,7,8,8,4,6
243:4,3,8,1,1,1,4,9,4,5,8,1,3,1,8,1,2,2,5,7,3,2,7,7,3,3,1,6,7,9
244:4,8,7,8,6,8,4,7,9,7,6,6,5,9,4,8,4,1,7,3,5,1,6,7,9,8,6,5,3,8
245:5,9,4,8,1,4,3,8,2,3,7,1,7,5,4,6,8,7,2,5,8,1,6,4,7,3,3,7,6,2
246:7,2,7,9,2,9,9,8,1,5,6,8,8,3,4,8,2,1,8,6,7,1,1,2,6,8,4,5,1,1
247:7,4,2,3,6,7,1,2,6,4,2,2,2,8,5,7,3,5,6,6,4,7,1,7,9,9,5,1,3,8
248:5,7,3,4,8,2,7,9,4,9,1,3,7,8,7,4,9,9,1,6,3,7,6,4,3,4,7,5,1,2
249:7,2,2,2,4,7,8,2,2,8,6,4,5,8,2,8,2,6,9,8,9,7,5,5,6,5,9,4,3,1
250:1,5,9,6,7,5,9,9,2,9,9,5,3,9,9,1,6,2,7,1,2,2,8,6,5,3,7,3,1,9
251:7,7,7,7,5,2,9,2,2,7,8,4,1,2,4,1,4,7,8,8,7,8,5,8,5,4,2,8,8,8
252:9,4,1,4,5,5,8,5,5,5,6,3,5,1,6,2,7,8,6,5,2,7,2,5,6,7,3,1,1,7
253:4,6,2,8,1,2,3,9,9,5,8,4,2,6,7,9,4,2,4,4,1,7,3,4,8,5,6,9,2,6
254:5,2,6,3,2,4,6,5,2,2,3,4,3,3,7,6,7,4,6,7,4,6,6,5,3,7,2,8,4,9
255:3,8,3,5,5,4,4,1,8,5,3,5,4,8,6,3,5,8,5,2,3,9,9,2,9,2,4,9,1,2
256:1,8,5,7,4,6,5,2,9,7,3,5,1,2,8,8,1,7,1,2,1,4,8,1,5,8,6,6,3,2
257:3,3,1,1,2,6,1,8,4,5,2,9,9,6,4,8,1,8,5,1,8,7,4,1,5,7,1,8,7,2
258:2,9,8,9,7,6,9,2,9,2,1,8,5,9,3,7,4,2,4,5,1,5,3,9,8,1,7,8,1,5
259:7,8,8,8,1,1,1,5,6,4,6,3,2,6,4,9,4,6,6,8,7,8,2,5,2,6,3,5,9,2
260:8,3,6,6,6,8,4,1,3,5,1,2,6,8,2,9,5,7,9,7,3,5,3,4,6,7,4,3,3,7
261:2,1,2,8,7,5,9,7,3,3,1,7,4,7,8,9,1,7,2,3,3,1,7,5,3,6,7,6,5,4
262:4,7,1,1,4,4,5,3,7,5,5,5,5,6,6,2,5,8,4,1,3,4,1,4,6,5,7,8,1,6
263:2,8,6,5,6,4,1,5,1,6,5,5,5,4,7,3,7,5,4,7,2,1,5,9,9,2,8,5,2,2
264:7,1,7,9,9,2,6,3,8,8,5,6,6,9,9,5,8,5,2,8,4,5,2,8,5,2,9,4,7,8
265:8,4,1,8,2,3,4,7,4,4,7,7,4,1,6,7,1,2,6,6,5,3,2,5,4,5,5,2,6,3
266:8,3,2,7,6,2,9,3,6,3,7,4,7,5,1,9,1,6,5,1,3,7,9,6,6,4,9,8,5,9
267:4,3,8,1,1,1,4,9,4,5,8,1,3,1,8,1,2,2,5,7,3,2,7,7,3,3,1,6,7,9
268:4,8,2,5,2,9,1,3,9,5,5,9,3,2,6,1,2,7,8,6,5,2,5,5,4,6,3,6,1,9
269:1,5,4,5,6,2,1,9,7,6,6,7,4,8,9,9,8,2,9,3,1,2,1,7,7,4,7,9,4,8
270:4,2,6,7,9,4,4,2,7,3,5,3,8,3,6,3,5,5,4,6,9,1,6,9,5,6,7,4,2,9
271:5,4,7,2,2,6,3,9,1,5,4,6,8,3,5,7,4,1,8,5,3,7,2,9,9,4,7,6,8,7
272:1,1,3,7,3,4,8,9,2,3,7,6,6,6,5,4,7,2,1,4,1,5,6,2,8,7,4,4,3,6
273:9,9,2,9,8,9,8,3,6,1,7,7,1,8,3,7,9,7,8,6,8,2,3,9,8,1,5,7,9,5
274:1,5,7,9,5,1,6,7,4,7,8,2,5,4,4,9,7,2,5,8,4,6,9,5,3,5,6,2,1,8
275:3,9,8,9,1,1,9,6,1,9,8,3,3,2,3,5,9,9,3,7,1,7,7,2,6,6,5,8,6,2
276:2,8,4,4,1,7,1,1,9,2,1,4,2,4,4,9,3,5,6,1,7,8,2,8,5,3,9,6,5,3
277:7,7,6,7,4,9,3,6,4,8,9,6,7,5,1,1,8,7,2,9,6,1,4,1,6,5,9,3,2,8
278:1,4,8,7,1,6,4,7,7,6,2,9,1,4,6,1,9,6,2,9,6,8,9,2,5,7,2,2,8,4
279:2,8,7,9,2,8,6,1,2,4,9,3,9,7,3,3,7,5,1,6,3,8,8,2,2,9,1,2,7,6
280:7,5,2,4,7,7,9,2,3,8,6,9,2,2,2,3,7,3,9,7,3,2,6,4,8,9,1,7,3,2
281:2,2,7,4,9,7,4,5,5,3,2,1,3,1,1,9,8,3,1,3,1,1,1,9,7,5,7,2,4,1
282:3,9,9,9,9,1,2,9,1,1,3,2,3,1,8,4,8,3,4,8,3,8,6,7,6,7,5,9,2,7
283:4,4,2,5,2,8,2,3,3,2,1,7,9,9,4,5,3,5,4,9,5,8,2,8,3,8,8,1,6,5
284:6,5,8,3,7,1,6,1,7,8,5,5,7,6,4,9,1,9,1,6,4,2,4,2,9,1,4,5,9,6
285:3,9,2,5,3,9,9,7,5,3,6,7,1,5,9,2,3,2,8,8,9,8,9,5,7,2,8,5,5,2
286:1,3,6,2,8,4,3,7,8,8,4,7,6,2,3,4,4,2,1,6,6,5,9,3,5,9,4,2,8,6
287:8,4,4,1,6,6,9,1,1,8,8,9,9,8,1,7,6,7,9,6,4,1,2,3,4,5,8,4,3,1
288:6,3,9,4,4,5,4,5,7,7,5,2,6,2,6,5,4,9,9,5,2,4,4,5,9,4,7,3,5,3
289:6,3,9,5,3,3,9,7,1,1,3,9,8,7,3,3,7,9,2,8,4,1,5,6,8,3,4,1,8,8
290:5,2,9,6,3,2,3,2,4,3,9,9,6,4,4,5,5,4,3,8,5,7,4,4,9,8,3,3,2,9
291:7,5,8,8,2,8,3,3,9,5,4,9,5,8,3,3,7,7,4,3,9,5,9,6,6,7,9,5,9,9
292:3,4,3,4,2,8,7,5,6,7,1,1,3,1,5,1,3,2,5,8,7,1,2,5,1,1,9,7,3,1
293:8,2,4,2,5,7,3,8,1,1,9,9,5,2,2,9,4,3,9,5,6,4,8,9,5,9,4,7,4,1
294:9,5,2,7,4,4,9,3,9,5,3,8,3,9,2,1,9,2,4,6,3,2,7,9,6,9,1,8,4,3
295:4,6,9,2,9,5,7,3,4,8,7,5,8,9,4,6,5,6,4,7,5,3,6,6,3,9,9,5,2,9
296:9,6,6,2,7,2,9,8,6,7,5,4,9,9,2,5,8,3,4,3,3,6,4,6,6,3,7,3,2,8
297:4,4,6,4,1,6,6,5,2,5,6,1,9,3,4,8,6,8,8,6,6,5,5,7,4,1,7,4,4,1
298:5,4,7,7,1,6,5,8,1,5,3,3,9,1,3,3,3,8,3,5,7,6,8,5,3,7,4,9,6,3
299:4,4,6,8,6,1,8,6,5,3,9,2,7,7,8,8,6,4,5,9,2,2,9,6,7,3,2,9,8,4
300:2,4,3,8,6,3,9,7,3,2,5,1,5,7,3,8,3,7,5,1,4,6,7,4,5,1,6,9,9,8
301:8,5,9,1,5,8,6,2,7,4,8,6,2,9,3,6,4,7,4,5,3,9,4,9,2,3,8,6,2,1
302:7,2,1,7,9,6,9,1,4,5,4,1,2,5,9,5,7,3,3,8,3,6,3,7,3,8,4,7,3,4
303:4,2,2,1,4,7,2,4,3,1,2,6,8,8,4,9,2,5,1,4,6,5,2,4,3,5,3,9,5,9
304:2,9,8,9,7,6,9,2,9,2,1,8,5,9,3,7,5,2,4,5,1,5,3,9,8,1,7,8,1,1
305:7,4,7,9,9,1,8,8,5,9,2,7,9,5,6,7,1,2,9,4,9,9,6,8,8,4,3,2,1,4
306:6,3,9,5,3,3,9,7,1,1,3,9,8,3,3,3,7,9,2,8,4,1,5,6,8,3,4,1,8,8
307:5,8,8,9,4,5,6,3,5,3,4,4,4,8,6,4,5,2,9,4,9,6,5,1,3,3,6,7,1,9
308:2,1,5,4,4,2,1,4,7,1,7,3,1,6,4,3,1,2,5,5,1,1,7,9,9,5,5,3,1,2
309:3,2,4,4,8,5,1,9,9,4,2,8,8,3,7,6,7,1,1,9,3,6,5,9,6,1,9,1,9,2
310:8,4,9,5,6,2,6,5,6,3,1,1,4,8,9,1,8,5,6,3,8,3,7,2,2,7,7,4,5,8
311:4,4,6,4,1,6,6,5,2,5,6,1,9,3,4,8,6,8,8,6,6,5,5,7,4,1,7,4,4,6
312:6,4,7,1,8,8,3,2,6,4,8,6,9,3,4,3,4,2,1,3,9,5,6,1,4,4,9,9,6,8
313:9,9,1,5,6,6,7,8,8,4,7,2,6,9,3,8,1,1,5,1,3,2,9,8,5,3,6,9,7,5
314:1,8,4,3,9,3,7,7,2,3,4,4,6,5,7,2,7,3,1,9,9,1,6,8,2,1,3,6,7,6
315:6,2,9,6,8,7,6,1,5,4,1,5,3,8,2,2,2,6,7,6,1,4,6,4,8,5,6,6,2,1
316:3,9,2,5,3,9,9,7,5,3,6,7,1,5,9,2,3,2,8,8,9,8,9,5,7,2,8,5,5,7
317:7,3,9,3,7,6,5,8,9,3,9,1,2,5,2,2,2,6,4,1,5,3,7,5,2,5,2,5,7,1
318:2,1,6,1,3,5,2,9,5,1,6,2,4,8,4,9,9,2,2,3,3,4,8,1,9,9,9,8,4,6
319:5,3,1,8,9,8,7,8,5,2,6,7,1,8,9,8,6,1,7,7,5,5,2,7,7,6,2,3,5,2
320:9,7,4,7,2,7,6,4,3,2,4,3,5,9,2,5,3,1,6,2,4,1,1,9,5,1,2,7,8,5
321:1,7,6,8,3,3,1,1,8,4,8,8,1,7,2,7,4,4,5,5,6,9,3,8,1,3,1,7,6,1
322:4,2,1,1,3,3,3,5,9,1,4,4,1,2,1,2,5,6,8,5,8,2,9,7,9,4,2,8,5,8
323:4,6,8,4,4,4,7,3,9,6,5,3,4,4,2,5,8,3,7,8,7,6,1,6,9,5,5,7,8,8
324:6,3,9,4,9,7,4,4,1,8,1,4,3,3,3,9,3,6,6,6,7,1,5,5,5,9,9,9,2,7
325:3,7,8,4,4,1,3,1,2,3,5,6,2,3,2,8,8,6,1,5,2,6,3,9,4,2,2,9,1,5
326:8,7,9,4,7,3,2,6,2,6,1,6,5,8,2,5,5,4,2,6,8,6,7,8,7,7,5,2,1,8
327:3,5,7,4,1,8,4,4,6,7,9,9,5,6,8,7,6,4,1,6,6,5,1,7,3,6,3,3,3,6
328:7,1,9,4,9,3,8,3,1,3,9,3,1,9,2,2,7,3,5,3,2,9,5,9,8,8,1,8,4,1
329:6,3,9,4,4,5,4,5,7,7,5,2,6,2,6,5,4,9,9,5,2,4,4,5,9,4,7,3,5,9
330:9,9,5,5,7,4,5,6,4,4,5,8,9,2,8,5,6,3,6,9,8,7,6,6,9,4,2,1,6,7
331:2,9,7,2,2,8,7,5,4,2,8,4,5,3,7,4,4,4,6,5,6,1,8,4,5,8,1,4,8,1
332:7,9,1,5,4,1,6,8,1,7,7,2,4,5,1,3,5,1,3,3,7,5,1,3,6,9,4,8,5,8
333:3,7,6,7,6,2,7,2,3,3,9,6,6,7,8,3,8,9,6,3,9,9,9,3,1,6,1,4,9,8
334:8,5,2,1,4,5,6,2,6,5,1,4,5,3,4,8,1,4,8,2,1,3,2,4,3,7,5,4,8,4
335:3,4,3,6,4,5,3,9,4,1,4,6,5,5,5,7,1,3,6,2,2,3,8,9,6,2,4,3,4,1
336:4,9,3,7,6,1,5,8,5,7,1,7,2,8,5,9,5,1,5,7,5,2,8,8,6,2,4,8,5,3
337:3,3,8,1,9,6,7,7,9,3,2,8,5,6,3,1,7,7,4,7,5,4,3,9,9,8,4,7,9,4
338:3,2,5,9,4,8,4,4,2,6,2,9,6,8,5,2,2,7,8,8,8,6,1,2,9,8,6,5,4,9
339:6,4,7,9,8,7,8,2,4,9,2,3,1,8,7,1,3,7,7,8,3,9,3,9,9,5,1,5,3,6
340:7,1,7,9,9,2,6,3,8,8,5,6,6,9,9,5,8,5,2,8,4,5,2,8,5,2,9,1,7,8
341:7,3,1,1,2,6,3,6,1,2,6,8,6,9,8,9,5,4,7,6,2,3,4,9,2,5,4,2,3,4
342:5,9,4,8,1,4,3,8,2,3,7,1,7,5,4,6,8,7,2,5,8,1,6,4,7,3,3,7,6,7
343:7,1,4,8,2,7,4,3,1,7,4,3,6,7,1,8,3,9,2,7,5,7,5,2,5,9,1,4,4,9
344:8,7,2,9,7,6,9,7,2,7,2,9,5,7,3,3,6,8,9,3,8,5,7,9,5,8,7,4,5,7
345:1,5,7,9,5,1,6,7,4,7,8,2,5,4,4,9,7,2,5,8,4,6,9,5,3,5,6,2,1,2
346:3,4,2,5,1,5,5,1,2,4,6,5,8,9,3,4,9,2,4,8,4,2,4,8,8,1,6,3,8,4
347:7,5,1,9,9,7,7,8,2,2,4,1,3,8,1,1,6,8,9,2,6,4,9,1,3,3,5,2,6,2
348:6,4,3,9,1,8,6,4,3,8,8,3,5,3,6,4,7,8,8,7,2,3,4,5,5,8,3,3,9,1
349:6,9,1,4,1,9,2,1,1,7,7,6,8,2,3,7,7,4,1,8,1,5,4,8,9,2,7,9,6,3
350:9,5,2,7,4,4,9,3,9,5,3,8,3,9,2,1,9,2,4,6,3,2,7,9,6,9,1,8,4,2
351:8,8,1,8,5,3,7,7,2,8,4,8,8,4,2,2,8,4,9,4,7,8,5,1,4,8,1,5,2,6
352:7,3,5,7,5,8,2,3,4,8,3,8,9,8,7,7,2,1,1,5,7,2,8,8,3,3,9,9,1,9
353:8,2,5,6,5,2,7,2,3,1,6,2,9,7,6,2,8,3,7,1,8,1,7,4,3,9,7,4,3,5
354:6,1,2,5,6,6,5,9,5,4,7,8,9,5,9,1,9,1,4,9,4,6,9,7,4,5,5,8,7,4
355:3,5,7,4,1,8,4,4,6,7,9,9,5,6,8,7,6,4,1,6,6,5,1,7,3,6,3,3,4,5
356:3,1,9,4,1,2,2,9,1,5,3,1,9,3,1,1,3,6,8,7,5,1,2,8,1,6,1,5,9,9
357:4,3,6,9,2,3,3,3,7,8,5,1,9,6,6,8,5,5,5,4,5,5,4,5,3,4,8,2,8,7
358:7,7,1,5,2,3,4,3,4,9,9,5,7,2,4,4,1,9,8,9,8,3,5,8,8,1,4,4,1,6
359:5,4,8,6,7,3,1,5,5,3,3,8,3,3,7,5,7,3,4,3,1,6,1,7,8,6,1,5,7,1
360:6,4,4,2,2,4,7,4,5,5,5,6,9,3,2,5,2,8,9,7,3,5,1,2,4,3,7,3,3,3
361:6,4,4,1,2,4,7,4,5,5,5,6,9,3,2,5,2,8,9,7,3,5,1,2,4,3,7,3,3,3
362:7,1,4,9,8,6,7,3,1,8,9,3,8,3,4,5,1,9,5,9,6,4,7,7,9,9,3,5,5,2
363:4,2,3,7,5,2,4,2,3,2,9,4,3,4,6,5,9,7,3,3,4,5,1,8,9,9,8,3,7,7
364:1,3,2,7,3,6,1,3,9,1,1,8,1,5,8,5,1,6,9,3,4,5,7,2,7,8,4,9,8,6
365:4,3,5,4,6,5,7,7,7,4,4,1,2,1,5,9,4,8,4,1,1,9,6,5,9,5,5,3,1,6
366:8,4,6,2,7,7,2,9,8,2,2,5,7,7,7,1,4,4,5,8,5,2,7,8,7,4,4,3,1,3
367:1,8,4,3,9,3,7,7,2,3,4,4,6,5,7,2,7,3,1,9,9,1,6,6,2,1,3,6,7,6
368:4,6,5,8,1,2,3,9,9,5,8,4,2,6,7,9,4,2,4,4,1,7,3,4,8,5,6,9,2,6
369:8,9,4,7,4,7,6,4,9,9,4,9,4,9,5,7,5,7,3,1,7,5,8,2,9,8,6,8,7,8
370:8,6,3,5,9,7,6,2,5,8,5,3,7,3,5,2,9,7,5,3,5,5,9,4,3,7,8,9,1,8
371:8,7,2,5,8,2,8,8,4,7,3,6,9,3,3,8,4,6,2,4,8,9,7,4,4,6,7,3,1,8
372:8,4,5,6,1,3,9,2,9,3,5,8,4,4,7,4,8,3,7,4,8,2,9,1,9,5,9,5,3,6
373:3,7,6,7,2,2,7,2,3,3,9,6,6,7,8,3,8,9,6,3,9,9,9,3,1,6,1,4,9,8
374:6,6,3,4,2,7,4,1,8,9,7,1,9,2,2,1,8,2,1,6,1,8,6,5,7,4,4,4,5,7
375:3,1,8,6,3,7,7,5,4,9,8,9,5,9,8,6,7,6,5,9,9,2,3,6,8,7,1,5,8,1
376:8,2,6,3,7,8,9,2,1,1,7,5,4,1,8,4,7,6,2,8,9,2,5,4,1,5,2,2,8,5
377:6,2,3,7,4,7,5,3,3,4,5,8,7,5,7,3,2,7,4,7,8,7,8,1,3,7,2,7,9,4
378:3,4,2,5,1,5,5,1,2,4,6,5,8,9,4,4,9,2,4,8,4,2,4,8,8,1,6,3,8,5
379:3,5,7,4,1,8,4,4,6,7,9,9,5,6,8,7,6,4,1,6,6,5,1,7,3,6,3,3,3,5
380:2,4,3,4,2,2,7,6,1,7,5,6,4,3,4,5,8,8,7,7,2,3,5,9,2,1,4,6,6,5
381:5,7,3,6,9,3,9,8,4,6,8,4,6,4,3,2,8,9,6,5,3,1,2,7,3,7,6,6,2,6
382:3,7,1,4,1,9,4,7,3,9,2,7,7,8,4,6,1,7,6,4,3,5,3,9,4,8,8,4,7,9
383:3,2,5,9,4,8,4,4,2,6,2,9,6,8,5,7,2,7,8,8,8,6,1,2,9,8,6,5,4,9
384:2,4,3,4,2,7,7,6,1,7,5,6,4,3,4,5,8,8,7,7,2,3,5,9,2,1,4,6,6,5
385:2,1,2,8,7,6,5,3,2,7,9,4,3,5,5,3,5,6,7,6,8,1,2,6,4,7,1,9,2,4
386:2,8,2,9,5,3,9,8,4,7,9,7,7,5,6,3,9,7,9,5,9,7,6,2,4,1,5,1,6,4
387:8,8,5,5,3,7,3,8,3,3,5,2,5,9,4,7,3,4,1,4,7,6,5,7,7,9,2,5,4,3
388:7,8,8,8,1,1,1,5,8,4,6,3,2,6,4,9,4,6,6,8,7,8,2,5,2,6,3,5,9,2
389:9,6,5,7,8,1,3,2,7,1,4,5,5,7,4,9,7,4,3,1,6,2,8,8,4,8,1,4,7,7
390:6,7,2,8,4,4,3,8,5,3,1,5,4,6,2,3,3,8,9,6,7,4,3,3,4,3,1,1,5,1
391:8,9,4,7,4,7,6,4,9,9,4,9,4,9,5,7,5,7,3,1,7,5,8,2,9,8,6,8,7,5
392:2,2,7,4,9,7,4,5,5,3,2,1,3,1,1,9,8,3,1,3,1,1,1,9,7,5,7,2,4,7
393:3,8,3,5,5,4,4,1,8,5,3,5,4,8,6,3,5,8,5,2,3,9,9,2,9,2,4,9,3,2
394:4,2,1,1,3,3,3,5,9,1,4,4,1,2,1,2,5,6,8,5,8,2,9,7,9,4,2,8,5,8
395:3,4,3,3,1,4,7,8,1,9,6,9,2,3,7,7,4,8,7,3,4,2,9,9,3,7,1,6,3,4
396:4,4,6,8,6,1,8,6,5,3,9,2,7,7,8,8,6,4,5,9,2,2,9,6,7,3,2,9,8,5
397:5,5,7,8,8,7,3,5,3,8,5,2,5,2,6,7,1,5,7,7,2,2,3,5,4,8,6,6,3,3
398:5,6,9,3,2,2,2,5,4,4,7,2,4,7,6,7,6,8,4,4,4,2,1,9,3,7,4,4,7,5
399:1,5,7,9,5,1,6,7,4,7,8,2,5,4,4,9,7,2,5,8,4,4,9,5,3,5,6,2,1,2
400:7,9,1,7,9,1,6,9,6,4,4,4,7,6,2,3,6,5,9,4,9,4,3,3,1,9,4,1,8,9
401:9,8,3,3,5,2,7,4,7,6,6,3,8,7,3,5,7,8,3,4,8,4,8,4,3,9,4,2,2,2
402:3,6,5,7,5,9,5,3,5,9,3,6,6,4,5,9,2,3,7,7,6,2,6,4,4,4,7,3,4,4
403:7,5,8,8,2,1,3,3,9,5,4,9,5,8,3,3,7,7,4,3,9,5,9,6,6,7,9,5,9,9
404:6,9,1,8,6,7,1,4,6,7,4,2,2,4,4,6,5,1,4,4,3,9,6,7,4,4,5,6,9,1
405:8,4,6,2,7,7,2,9,8,2,2,5,7,7,7,1,4,4,5,8,3,2,7,8,7,4,4,3,1,3
406:3,7,8,4,4,1,3,1,2,3,5,6,2,3,9,8,8,6,1,5,2,6,3,9,4,2,2,9,1,5
407:6,9,1,8,6,7,1,4,6,7,4,2,2,4,4,6,5,1,4,4,3,9,6,7,4,4,5,6,9,8
408:8,5,1,3,2,7,1,2,7,9,8,5,3,1,1,8,2,4,7,8,8,3,2,3,7,1,7,5,7,5
409:3,8,5,8,5,3,7,8,3,9,9,5,3,6,9,8,4,6,8,2,6,1,9,7,6,9,8,6,3,1
410:3,7,6,7,3,3,3,9,9,4,9,4,2,3,7,5,5,6,5,9,7,2,1,1,8,9,2,4,1,9
411:3,8,3,5,5,4,4,1,8,5,3,5,4,8,6,3,5,8,5,2,3,9,9,2,9,2,4,9,3,1
412:9,8,4,4,9,3,4,1,2,3,2,8,3,6,7,1,6,1,7,7,7,3,2,6,2,7,2,3,4,2
413:2,3,7,1,3,5,3,4,9,8,5,1,4,5,2,9,9,6,7,8,6,9,2,8,6,7,8,3,5,3
414:3,3,8,1,2,6,1,8,4,5,2,9,9,6,4,8,1,8,5,1,8,7,4,1,5,7,1,8,7,7
415:8,3,5,8,4,1,6,8,4,9,2,5,4,7,2,6,1,7,3,1,1,9,6,1,5,6,4,9,8,8
416:5,7,3,6,9,3,9,8,4,6,8,4,6,4,3,2,8,9,6,5,3,1,2,7,3,7,6,6,2,4
417:3,8,5,9,3,3,2,3,2,3,2,5,6,3,1,2,1,6,7,7,7,9,3,4,1,6,8,4,6,1
418:1,7,6,9,8,9,2,9,6,8,4,2,2,1,3,7,9,8,7,6,9,7,4,5,9,1,6,1,4,9
419:5,4,7,7,1,6,5,8,1,5,3,3,9,1,4,3,3,8,3,5,7,6,8,5,3,7,4,9,6,3
420:2,8,5,4,9,3,6,7,8,4,2,8,4,2,7,6,7,9,3,7,1,9,9,8,5,5,8,9,2,9
421:2,3,8,1,9,6,7,7,9,3,2,8,5,6,3,1,7,7,4,7,5,4,3,9,9,8,4,7,9,4
422:3,6,8,7,7,5,5,3,6,4,1,8,5,6,3,1,8,9,6,8,8,7,7,9,2,1,3,8,7,2
423:5,6,9,3,2,2,2,5,4,4,7,2,4,7,6,4,6,8,4,4,4,2,1,9,3,7,4,4,7,5
424:2,3,9,3,7,4,2,5,4,5,3,4,2,9,2,1,3,4,5,3,9,1,6,6,9,3,9,7,4,8
425:8,3,5,4,6,5,7,7,7,4,4,1,2,1,5,9,4,8,4,1,1,9,6,5,9,5,5,3,1,5
426:7,6,8,8,3,5,4,2,8,6,7,4,9,1,3,8,3,1,6,2,9,3,8,6,6,4,1,4,2,4
427:6,2,5,7,4,7,5,3,3,4,5,8,7,5,7,3,2,7,4,7,8,7,8,1,3,7,2,7,9,2
428:7,2,9,9,5,7,6,6,7,9,6,3,5,9,6,2,1,1,8,7,9,3,2,3,8,4,1,1,2,6
429:3,7,6,7,3,3,3,9,9,4,9,4,2,3,7,5,5,6,5,9,7,2,1,1,8,9,2,4,1,4
430:2,1,1,2,7,3,8,9,8,7,3,7,9,4,3,8,8,9,9,5,4,6,4,5,1,7,2,9,1,8
431:4,5,5,7,8,9,1,1,5,4,6,2,9,1,1,1,8,6,1,9,3,4,6,4,5,5,7,5,2,7
432:3,3,8,1,9,6,7,7,9,3,2,8,5,6,3,1,7,7,4,7,5,4,3,9,9,8,4,7,9,1
433:3,9,2,5,3,9,9,7,5,3,6,7,1,5,9,2,3,2,8,8,9,8,9,5,7,2,9,5,5,2
434:8,4,1,8,2,3,4,7,4,4,7,7,4,1,6,7,1,2,6,6,5,3,2,5,4,5,2,2,6,3
435:5,4,7,9,1,1,4,6,8,3,1,4,8,3,6,9,3,9,2,7,2,1,4,9,6,9,1,1,9,6
436:3,7,1,4,1,9,4,7,3,9,2,7,7,8,4,6,1,7,6,4,3,5,3,9,4,8,8,4,7,1
437:2,8,1,4,4,5,2,4,8,8,5,4,6,8,1,9,5,8,4,2,5,4,9,1,7,9,7,5,5,7
438:2,8,3,1,1,2,3,4,8,1,5,5,4,7,2,5,1,5,7,9,1,2,8,4,2,1,4,1,9,8
439:9,8,5,1,9,6,9,6,7,9,7,8,6,5,1,3,9,1,4,5,4,7,7,6,2,8,4,3,8,6
440:2,8,7,9,2,8,6,1,2,4,9,3,9,7,3,3,7,5,1,6,3,8,8,2,2,9,1,4,7,6
441:7,2,2,2,4,7,8,2,2,8,6,4,5,8,2,8,8,6,9,8,9,7,5,5,6,5,9,4,3,4
442:6,1,7,9,6,5,6,3,4,2,6,8,9,4,5,7,4,6,6,5,9,7,8,4,1,6,6,5,8,1
443:7,5,7,5,2,6,2,2,9,3,6,5,9,1,5,8,3,6,2,7,7,8,4,4,1,5,8,5,2,6
444:4,8,7,8,5,7,6,5,9,6,2,7,3,8,5,7,6,7,4,3,2,7,7,7,1,1,2,3,6,2
445:6,1,7,9,6,5,6,3,4,2,6,8,9,4,5,7,4,6,6,5,9,7,8,3,1,6,6,5,8,1
446:5,1,9,2,9,8,9,5,4,4,3,1,5,2,3,2,7,8,1,5,6,1,6,5,3,6,1,7,1,1
447:1,3,6,2,8,4,3,7,2,8,4,7,6,2,3,4,4,2,1,6,6,5,9,3,5,9,4,2,8,3
448:4,2,4,3,7,5,4,1,1,1,3,4,4,3,3,1,2,6,3,9,3,6,2,9,3,8,7,9,6,9
449:5,3,1,8,9,8,7,8,5,2,6,7,1,8,9,3,6,1,7,7,5,5,2,7,7,6,2,3,5,2
450:7,1,4,8,2,3,1,5,5,9,6,1,2,7,3,8,2,2,9,3,8,8,8,7,8,1,7,1,6,1
